,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15,Component 16,Component 17,Component 18,Component 19,Component 20,Component 21,Component 22,Component 23,Component 24,Component 25,Component 26,Component 27,Component 28,Component 29,Component 30,Component 31,Component 32,Component 33,Component 34,Component 35,Component 36,Component 37,Component 38,Component 39,Component 40
68,shouldn't adjust morality to changing world,0.04121350778574088,-0.09041345699229844,-0.045443024334254276,-0.011101885793624255,-0.09944890287242841,0.061903648199904425,0.15471602232789441,0.13271119977151308,-0.16875215449798156,-0.009198315202223684,-0.007093822254243667,-0.12129088153830211,0.08401615439982726,0.03682809932926443,0.13577989318844552,-0.09068534745296333,0.056784334949398566,-0.025974395436245135,-0.09148854065582149,0.10496778131832646,-0.07488543091342453,-0.12280098367671612,0.15666797884773517,-0.0066771964576635146,0.11512026624416645,0.15857886743128366,-0.13439268882892325,0.03516482805290118,0.10806429063290508,-0.0816187749649223,0.029677836331765708,0.1621891322129747,0.04302136468202013,-0.08027611606501468,0.20338232481351903,-0.09624422461590985,0.25212231250642453,0.10737996745305299,0.26578161668852396,-0.010739558746703686
69,wouldnt have less problems if focused more on traditional family ties,-0.17265745101239874,0.015847418890977894,0.12190417226867926,0.10615321982902179,-0.1615055720762796,-0.0749364627623358,-0.14035050120905299,0.13794307528118724,0.05023935885942642,0.07960986788965355,-0.08513365903756308,0.03208601972728264,-0.061635010245779644,-0.07825568155934981,-0.05089616656986265,0.07119215003188942,-0.027505124044841907,-0.07045044673735534,-0.08408400218447512,-0.008944169724114822,0.011206544277492162,-0.11944962858728492,-0.10169139819919765,-0.062377155311080984,0.09138483547274061,0.048694639041512874,0.06595965215015845,0.03178724159130701,-0.025930324513038977,-0.08943921849396969,0.020364836346634167,0.07265859513529041,-0.056750858152309035,0.0797782400244914,-0.053049381337471765,-0.14266225850998424,-0.030675429249639702,0.1710196668850473,0.1229633865170595,-0.04785149048470122
70,wouldnt be better if others more like americans,-0.1314337436192674,0.0009563815830420116,0.034687652992447644,0.12786927246018506,-0.08832991940848459,0.2113022491152813,0.043453776320768966,0.005774888225142467,0.010801862145872268,0.005802408187554767,0.06553427961591518,-0.12268962983719799,-0.19276420382710732,-0.12161633944646492,-0.045556081365233675,-0.059048353457822,0.09675058416171176,-0.07297516113672745,0.10179999472046448,-0.08875138941333237,-0.12486666987001188,-0.14339935807535642,-0.04290147273523511,-0.07111359045406501,-0.009590352835898656,0.010916430744401804,-0.12488743004713584,-0.11203640032518089,-0.025129664238158052,0.01818734412348573,0.07096540390391809,-0.01814457081608687,0.0767131816568817,-0.031167065750642202,-0.19039154605074102,0.06603961175906847,0.2071376435802299,0.059223223468304186,-0.010589397392018036,0.02300407810237569
71,US worse than other countries,-0.05683430690379946,0.1526041267984216,0.11623882420342777,0.020947035128607478,-0.05114647922889018,0.05159856167764551,-0.08227131139441188,0.024554776294254056,0.010217847279802721,0.03974882881246318,0.00036941733414395245,-0.08458669362945653,-0.16198959602421947,-0.21107193320555373,-0.11961851196886812,0.06207981691153308,0.043260383277758704,-0.28222914125904036,0.08758175949671121,-0.12921169454398096,-0.18723043582844198,-0.29512146216489665,0.009076258381642905,0.15573071657125825,0.03353720387817162,0.18624236887235934,-0.1292694214726453,0.018316052513770432,-0.0834881477035771,-0.20373435438374374,0.1595149854169521,-0.12850781629013253,0.0930111619354752,0.02931728726014101,-0.08127306546262077,-0.05532180605955554,0.17694801203651062,-0.09575765418009834,-0.07773814239978737,0.0368946666479428
72,rural people have too little govt influence,0.1174616763649109,0.04445257918073008,-0.052160743137967175,-0.051879779395058244,-0.02085341615452868,0.3408813304494011,0.054484301129758245,0.0431071166589554,-0.18780136404247297,0.12042355522764603,-0.0182236184491737,-0.171205795345646,0.36295014257802327,-0.12398917889802795,-0.10576424413850614,0.10261618615238317,-0.12275720382140892,-0.006254561553097695,0.09853089222910279,0.020521842564148476,-0.158153711701653,-0.0432100609862927,-0.08851641867322889,-0.01626524607221501,-0.05322120068792577,0.02761673224698825,-0.028479273733995843,0.03554270402822566,0.034395448535768744,0.03220985839241102,-0.18400978191838757,-0.09401614960197463,0.12502610841219552,-0.01657795775724061,0.1121716788030233,-0.02451894642445398,0.0013524154596428611,0.049445846619227456,-0.08001945444941486,-0.06841308954923629
73,rural people get too little respect,0.006633528472383908,0.010152982909732338,-0.03512729804430262,-0.018950997191760414,-0.05053163647995129,0.20440970084921609,0.07436007818648013,-0.012596459420937029,-0.09372457230163432,0.14633868201367897,-0.12258449263571225,-0.3283995723184292,0.406338747977802,-0.0485720513829631,-0.056142493942206446,0.12255245619115801,-0.20534918353205922,0.08819403215642736,0.08579130291552886,-0.0035362583467949717,-0.06949973234851416,0.019957072403724047,-0.15683668532219067,-0.1615114290362736,-0.06081996468930746,-0.12895643211978589,0.13683704464661114,0.09424126595840518,-0.05473037122918803,-0.09045438229419314,0.12700809294754584,0.10781087534249098,-0.10174562187561731,0.086784870217728,-0.05608093849652605,0.07946161113293798,-0.017375869157322074,0.008910830819706107,0.025253608803872243,0.017815957088307213
74,worse if traditional gender roles,-0.07359349326120045,-0.026043349809195548,0.1009142390549521,0.04922827955456458,-0.01456477672435507,0.0029173821403011982,-0.15675236162314343,0.13293837525852714,0.015295499686873461,-0.0345889348625352,-0.10447750524807325,0.09235827456235132,-0.025016167067328704,-0.01746454865825347,-0.039362435856007794,0.08043604028615126,-0.1030856940149836,-0.06396115248347543,-0.03282080168707777,-0.11984249894831982,-0.09370281493546995,0.037308151310358785,-0.10825152429958221,0.02306384522406888,-0.05206251422234939,-0.13960623019355292,0.0809424403882746,-0.07640374677375741,0.042702820412331415,-0.0931299341904057,0.0796698024887908,-0.01911312981806163,0.08112985236553748,0.2902781466210605,0.036242888057098174,0.10673925234475232,0.07526079442772175,-0.0634233579979864,-0.13732235018297506,0.11612938586943858
75,women asking for equality dont want special favors,-0.11427930641467103,-0.04058767963329154,-0.016608106907839582,0.020455896475016055,-0.10645083726259949,0.11308799990476795,0.03174212801006854,0.21326691475743753,0.006888906041125381,-0.05619350783380421,0.008419497554600502,-0.007295551979907201,-0.037823410024794245,0.012651950047345067,0.06697502076817254,0.07036386984128597,-0.04040133348796218,0.06423573085055745,-0.03152255501665711,-0.05561277490149211,-0.009781184475475886,0.033292380999065556,0.04780367590535446,0.0712863885302963,0.0132524073952162,-0.05214688693206421,0.12609510036141458,-0.028006282581454125,-0.10985255801957806,0.07035757560410606,-0.0757398575748408,-0.031730268370280514,0.14147769256173362,0.06942491795677394,-0.11621449616247594,-0.0647083874487101,0.055803495284926445,-0.007691340360227161,0.04773570661419976,-0.09120375794762475
76,women complaining about discrimination dont cause more problems,-0.12067440637706106,-0.0313108767003324,0.013799329790741447,0.009223847276346939,-0.07967992451121168,0.1183548935629035,0.04236598670987265,0.19218625779469523,-0.01887989535484747,-0.05607653826679934,-0.02114696207923992,0.045586651017267846,-0.11046184030961828,0.07947731194583878,0.04717721011807515,0.07878091251782597,-0.04559546705482579,0.05991772558868703,-0.03090934467326341,-0.10295423656402035,-0.04782254869844351,0.14292888394906256,0.019399057060867943,0.09846890307557364,-0.027373667972075327,-0.051567876374976056,0.11525836881933967,-0.0016686593274831026,-0.1267751724689726,0.06323422900248499,-0.11552642834436341,-0.050828900413150926,0.18974596631007673,0.11544933997254697,-0.04101945981757811,-0.0987270176895101,-0.01912961353590569,-0.027022961985370405,0.0334925978844457,-0.06424508166873286
77,"disagree w ""blacks should work their way up without special favors""",-0.17161006241336543,0.03692802092022233,0.05437176099581254,-0.05590747715001091,-0.13264031778979438,0.04054682886338643,0.17623875368738998,0.07060515684326413,0.06542048040524294,-0.06186789839663636,-0.04485825474078598,0.07303785783532646,0.021072333176307606,0.041288494423218004,-0.10672138702582132,-0.020931847089291137,-0.13834836763114522,-0.02667871834623582,-0.004745463355645421,0.0849225207020137,0.13273191509549453,0.017761151293947938,-0.0003690759379834929,-0.0030493255349998347,0.04983336722508362,0.04355953512828685,0.03216739311791245,0.05225916492874291,-0.025133053187336954,-0.04726323944764277,0.03506938985335563,0.028531233616203647,0.024183660656695194,-0.04883472128509616,0.17372156046690268,0.07278525746266769,0.06519695329089621,-0.13835659907698838,-0.05369549641658555,-0.037979004127014916
78,blacks havent gotten less than they deserve,0.11142680004278115,-0.09390067850272425,-0.017697460566438294,0.10825668899953333,0.021931688738752477,-0.034408249530251483,-0.14801011877944692,0.03631411107926544,-0.09488208060645781,0.06412215366294913,0.04176490158431835,-0.04828069492063991,-0.052428672594700805,-0.029422699193496805,0.13157804518671337,0.004279182854310389,0.00797475024226629,0.03547831257187499,-0.05267987709963165,-0.0405683195344643,-0.11527437256747294,-0.016390822983721482,0.00930981005609837,0.005794572706732847,-0.002943432377141536,0.019900289211398244,-0.023595291169293046,-0.030112509454949823,0.0014297540028066838,-0.02249164607360911,-0.07850424033271988,0.01951027898344177,-0.05124294321388148,0.037211814418823805,-0.08848563322316094,-0.018124507075262364,0.004773812702090072,0.13474290729185046,-0.015321220988945589,0.03910018731488036
79,blacks dont suffer prejudice because of lack of hard work,-0.14871084004053775,0.026698564886142105,0.02914575854393611,-0.05238783301660296,-0.10471704264325557,0.06169929099057834,0.13741788050666895,0.0974716828244725,0.05418098077010875,-0.08662468940888696,-0.044607961956184966,0.04642033499802925,0.0538187420421227,0.038286685268183636,-0.04977157501069644,-0.05695916961973595,-0.06374788895787444,-0.06070279006490113,-0.046687806968865445,0.04654187703185407,0.11569832780522335,0.06099237072016031,0.005476093815918926,0.04114974854146006,-0.019143882917292417,0.08413725254150763,-0.0038975262084648965,0.11666411929059083,0.01762710238495024,0.016671566716781917,0.03770565865589918,0.06997150072748248,0.05683167720025949,-0.034690118367312214,0.17622610831001367,0.05031891246372874,0.07854894537441354,-0.005464206165995876,0.03329409934359463,-0.036141035062225185
80,politics only works for powerful,-0.047865200707533695,0.22474665152095466,-0.07739837817127879,0.09468408080881494,0.013368145944518668,-0.03270224039769943,0.09084038993111201,-0.013811182055346732,0.12878584046856667,-0.04231551864173706,0.03172619818280965,0.08818732435841309,0.1383449114824001,-0.20347326215847578,0.11469405902958814,0.08143476726739526,0.05530650301060316,0.02066760294342719,-0.15283203904144368,0.009820765741827123,-0.11449325619635659,-0.03831249531985492,0.062150557295685596,0.019066015852728373,-0.0939197763467157,0.1266552366144697,0.11740471373176942,0.0037872777264854832,0.06597895221388599,0.09831855354894622,0.07645257566733807,-0.02683922553217583,0.05777536321817325,0.06870714071099872,0.010493972739161694,0.07192352670252251,0.08007959930195648,-0.054903638730996046,0.13760722080587479,0.005900662314905755
81,powerful make it harder for others to get ahead,-0.06462366729297371,0.22675073381046512,-0.04326212624382617,0.010895060818681563,0.012028655292419244,-0.09044100995594097,0.0076330061438823465,-0.02873208035678558,0.17008329072408487,-0.007180872875707589,0.013187051066956128,0.03214960632319351,0.13249183697255693,-0.19587538288859915,0.08490483848362797,0.03134746550157581,-0.0034043734326807303,0.06737879374663068,-0.19539927574339302,-0.09816477166885902,-0.06948576057619173,-0.030132415906741036,-0.04003659205149254,0.06258406549418494,-0.07879641711390832,0.08418804431121146,0.03251334599210445,0.0316081056782011,0.07314069986228654,0.054096987354853285,-0.027557383087385985,-0.030777771271634318,0.02706210968067778,-0.012130117423296394,0.08246971062952942,0.04735103389389555,-0.041618189889190485,-0.05231311575683518,0.10667541050995147,0.03943993555254534
82,trust experts more than ordinary people,-0.09135352673249227,-0.12280584822651795,-0.039157639956974286,0.05745651120460866,0.011160905809276438,-0.10633555189986593,-0.008365897100273472,-0.05961853445947365,0.17373202053895176,-0.027402193206621562,-0.20052570727394511,-0.008906495382730799,-0.03646452854694794,-0.12980502825738927,-0.09591794714395391,0.15493414026669886,0.08116121174181298,0.1146226005808387,0.20248669985924403,0.023560091103334686,-0.055324114218842736,-0.05314029789953897,0.11728901367903256,-0.035046347390545914,0.1518068746202885,0.1036102624036717,0.18181373079137625,-0.014335470936041414,-0.2355531643885444,-0.14819886320509235,0.012108316010941127,-0.11691250101254716,0.06984046905455352,-0.034704622412862846,0.14042274911401254,0.31330239645719915,-0.1883814048328287,0.19913082602438448,0.13202418702318694,-0.20108050553806797
83,people need help from experts to understand science,-0.09108188066830486,-0.03782255967016801,-0.14577750572497006,-0.014472039634831544,-0.012853731120305563,-0.04042697152215405,-0.013724563337191128,-0.1642078979654573,0.1849547737374386,0.07418701929868582,-0.09442487436803049,-0.027292237190667354,-0.08324614716058862,-0.22553580065365067,-0.02337270539691729,0.0587359066349155,0.008589965055982526,0.15144306518906392,0.1911458608228999,0.08297779801213588,-0.052426702638015785,0.061232839230152755,0.19604978722257227,-0.10383221739993848,0.21241621104861935,0.1549196490953078,0.25647563714754656,-0.005123749693341895,0.0002609413887436386,0.15374600699782387,0.025543854166205637,0.03416589105996929,0.016861713977063514,0.09149738112655043,0.16549594162781775,-0.1849914676910604,0.11769785850495143,0.10445084356753033,-0.3012589189612921,-0.009617542223272268
84,science important for covid decisions,-0.07037840476401462,-0.011359946836350533,-0.12168689430692722,0.022690467073059634,0.02090347259593193,0.031009860966596768,0.0053867436201669155,-0.05280070013561921,0.1014096437611354,0.012567817525470756,0.004657047336530183,-0.005018948553136397,-0.03485604017186349,-0.0737833576280719,-0.033794905677476256,0.008888514211019553,0.00530762977915676,0.06640228583331631,0.0592761221143939,0.04412379504090387,0.020592911783557953,-0.01340758631353395,-0.0008876897962082214,0.0115989884792737,0.08193638084110305,0.04148741634687301,-0.006625614649736039,-0.021503475428442328,0.03907252336295767,0.06419486806145376,-0.05213441485127239,0.022981075259087883,-0.015856433810324155,-0.039054417071161376,0.04245681021121264,-0.02383129477051109,0.028153040904036974,-0.037832584084781656,-0.05175185990692702,0.027940880192164567
85,business/politics controlled by powerful few,0.024039698022984033,0.2545973929964527,-0.08174671237972976,0.036369255461250735,-0.06631298723965777,0.05571667148621106,-0.006059351477715379,-0.058579471006112854,0.14060913284646448,0.009519165241916823,0.15595152584165567,0.21159905687562316,0.19361467368410712,-0.216824205257871,0.15492037933370895,-0.05695157782077757,0.06290776542486498,-0.030988903713630604,-0.18944405094078678,0.11994808782954641,-0.04058349648202786,0.06111834115293474,-0.0497378529428613,0.06664260200306876,-0.057215711283419,0.0143581157489578,0.06392976452598924,-0.058559518985197706,-0.07990118771104839,-0.10360148899877857,-0.10527230443128638,-0.03575506411367462,-0.012093762990259604,-0.03356084468725904,-0.14211043654436356,0.05881936840137047,0.0777986608901296,0.05057003677342062,-0.16915723366539123,-0.028144218189904972
86,schools/media lie to benefit powerful few,0.07948132744000715,0.20147418565843847,0.0416597384163844,-0.03188372280084296,-0.057625828079942626,0.05488836479495186,-0.01579113436293902,-0.09046818507185643,0.07439035980037259,-0.00035027485699490324,0.04782535759832884,0.18165761889075394,0.13507568538592085,-0.10307146645906312,0.0800666120027068,-0.08468507282350839,0.15700850000857328,-0.030555011807210784,-0.11420701464624648,0.1443630764947114,0.014515644626608926,0.04688265698625705,0.023834239524030562,-0.020986094243184504,-0.04059939582823543,-0.06282037955606885,0.0714321641763904,-0.09105621571917721,-0.09661926191103179,-0.08282341978947579,-0.02812045612208515,0.10245607017341524,0.0020766727675211663,-0.07905380769326331,-0.05737306378811035,0.01292467165958073,0.025643646366417132,0.08175425501382041,-0.148341676572653,0.05991854511006334
87,no opportunity for average person to get ahead,-0.06534378734613076,0.13913403875703412,0.05832583573086326,0.033809743943078646,-0.015950591812810194,-0.02330248236381994,0.030913011036958853,0.17447476485449495,0.042713019262335325,-0.02024615331796651,-0.052461598131841425,-0.10651834227861666,0.06622653104286437,-0.21558030463034628,0.03714633471903151,0.00838392750747206,-0.04019387127351905,0.025399279070364794,-0.1735819423888525,-0.07679244806218304,-0.08377661655913483,-0.048860051253359314,-0.05293343475857354,0.08597912223161476,0.1247496615946534,-0.059889592202721637,-0.045404847899837564,-0.1073166597480283,0.12762259342372928,0.08311663764107052,0.03938770403663025,0.016946676381252565,-0.07682216710865412,-0.0798759803447253,0.12023757186385237,0.08288039880918661,-0.13397195691188235,-0.12046854643758037,0.05479370622539765,-0.08400034901419356
88,reducing defecit not important,-0.07630487475793751,-0.04313949674822288,0.1735318829287987,0.018913222587626788,0.011303096586875875,-0.21949021865060284,0.01249587845504221,0.10246708118839498,-0.003909273480451378,-0.018059841680950386,-0.17396274837142367,0.002907394642999342,0.08485174312664714,-0.0374071890646568,0.09073422947913407,0.018779916717202954,-0.07873219125457293,0.17182450158005866,-0.20318797244534978,0.075176775325311,0.05376600301206253,-0.2655055724889978,-0.10458445865959846,-0.35624684535554774,0.12992248159293948,-0.26292077038345324,-0.18635551572505907,-0.06346211881383823,-0.24013674307793456,0.24220763797101116,0.08549544249982602,-0.034068595596287624,0.16529716764808747,-0.13433286290664564,0.03056492677478328,-0.02136221642186497,0.0794196462347232,0.005368746420401169,-0.2184124345530198,0.12493564255561429
89,disapprove obamacare,0.05820102712486499,-0.004920456564411933,0.07990633221743737,0.07553165637387213,-0.07033097708974582,0.003936309109221819,0.01211489021306356,0.02183614842827375,-0.004339790736882513,0.05533422801693823,-0.04592435290964596,0.04894763737874362,0.002717130338021047,-0.011504509770357309,2.2292333166508416e-05,-0.008625462330003117,0.024113600656980823,0.02699488185355296,-0.013156339447084393,0.023584959626957988,-0.003967643902165814,-0.012986014276404672,-0.027220692339829634,-0.013045657509915622,-0.00047513067139468707,-0.038550408328831026,0.04034222697880267,-0.020916614072370103,-0.0258884231212947,-0.05066073779956393,0.014490761289307453,-0.025499321430834762,-0.03556387594847053,0.020535757343264703,0.040562783040402846,-0.012234641696764277,0.020173515604776572,-0.007555257491467494,-0.029963421592435393,-0.06408034432613804
90,disapprove vaccines,0.04570686246426051,0.05391420433716465,0.11912176468516657,-0.04898325112893938,-0.08198799875438562,0.036685323072154684,0.08935050042670901,0.00023889129873757436,-0.08669115506960923,0.015922535270570304,0.0136272642962465,0.06985678101740997,0.036096294864455994,0.06273062216504598,-0.026132921625843353,-0.13426810327198307,0.005314245261484579,0.05543583890873577,-0.05332828113374872,0.048718134844131164,0.01161708624828836,0.04770443619773052,0.07950996564924855,0.03977965757628919,-0.04219841003759803,-0.049440473382237095,-0.056123437614227875,0.0375776367813118,-0.18400036391522936,-0.11906123102610604,0.05567400841620259,-0.15136921795263325,0.07588897689571975,-0.067169035016099,-0.060857066410145794,0.07492491616492059,-0.036355352889072684,0.03503234651683162,-0.1302483047564447,-0.16738393514636388
91,oppose climate change regulation,0.09751401228509424,0.018382959720658232,0.117303694906399,-0.03604754149598455,-0.03916935752268544,-0.037313112015478114,0.024663295340975656,0.031450990678764126,-0.09155973018587693,0.0053985570328496865,-0.039981892446952196,0.04734908069718504,-0.02321080428343148,-0.006286123836288043,-0.06600977569921637,0.02635782509999621,0.017236064931854388,-0.014810783233574007,-0.0676611813230571,-0.015074476199328259,-0.030294551210271733,0.0682711142760116,0.047422940174744285,0.037415675489075984,0.006598120128739934,0.04393166794412771,-0.025700708540032438,-0.0722404535714455,-0.0038824093206185524,0.08415866055763946,0.12725254024831403,-0.08746296911161913,-0.015915838637086236,-0.021510737174539822,0.0053679223984942764,-0.04577539996576502,-0.011297272639104974,0.04936594934155715,-0.023951035468637805,-0.07550118760909932
92,oppose gun purchase background checks,0.05510644755833994,0.005395251849839753,0.10430140113484856,0.0024297500478130483,-0.056127990909844105,-0.1300655169367412,0.03456159580062414,0.022229773491458254,-0.05521550509446132,0.11015463245202262,-0.1222594987656572,0.03177459665376545,0.02810488004721889,-0.0012319091920080447,-0.11012351167721683,1.0911079998556991e-05,0.00562783427501477,0.03554481989520244,-0.022403497548080617,-0.012346330943733178,-0.056507154162958685,0.03445873127970903,-0.00651808889293028,0.060181304164733156,-0.053984410393470045,0.021031787118449687,0.01145551911236173,-0.012309853089549662,-0.026413678953756337,-0.07132585507141537,-0.02328130257922093,-0.1199558214810528,0.011295698670669048,-0.06592611812116661,-0.0024170786677490085,0.007090478200581715,-0.03017990161915958,0.07109609501881123,-0.0036853503366834992,-0.07094914952562131
93,oppose assault weapons ban,0.07062451222692556,0.032095975123426164,0.06314300412469777,0.01114796689750609,-0.010534291416349801,-0.09657945962898826,0.06852131700685903,-0.0693317492501077,-0.14200045448487641,0.20517286451313033,-0.26768802685331894,0.11485029631289646,0.0031975386908739984,-0.07836315811520604,-0.04651745475091074,0.08687416049997826,-0.023154678550290977,0.17363767382296452,0.05684971403536613,-0.1707848559832135,-0.015544657392706895,0.2997744215714871,0.06712898052461294,0.15068775403785895,0.10141946902993826,-0.01748342519147164,-0.08549327947784485,-0.21876289993525333,0.14877659794290907,-0.051581288025028565,-0.015292170913520087,-0.005481015011880155,0.13926427641962233,-0.014484896191689495,-0.15751905067962266,0.008190667066908755,0.11117285822870096,-0.029315391385809093,0.0198926821224581,0.11373662587899605
94,oppose assault weapon buyback,0.05150233156145535,-0.0030919006392520327,0.08063151885207695,0.10005447623308372,-0.06979751357202528,-0.0561796124657887,0.11603406942339821,-0.04884711619721326,-0.11157823298025103,0.15228054617032627,-0.2484729508357365,0.09611872199539599,0.043048204729855225,-0.12008533235819632,-0.02638661457225642,0.004441873516418367,-0.0524693900391387,0.07367847170146803,0.011958117991463242,-0.06044236915215186,-0.05039931214203282,0.19998863471494235,0.05575650058995083,0.12982244394940343,0.0810749268484747,-0.05629960011106957,-0.02914692486947559,-0.11653566564367526,0.0819570302252556,-0.06490777857026447,0.006309789360878618,-0.051238401181180115,0.002251809876287021,-0.045440256318441806,-0.06473070364561799,-0.006458540802347295,-0.040169512623778825,-0.005034960392919528,0.027802249928253045,0.056172842471333806
95,govt should do less abt opioid crisis,0.044867536541092816,-0.0315691627659027,0.09405666102168772,0.09770578704958029,-0.07672734571842843,-0.09614836683869532,0.08226692290345754,0.10941263805279998,-0.019620258126230222,0.07302239265006602,0.015824493525529122,0.16302242753550844,0.009466906105849347,-0.02373410292158865,-0.1251394266920503,-0.09108643861352538,-0.13635522730381733,0.04813284268473362,-0.08533824280473973,-0.027067932141230364,0.04400798018391193,-0.24307948718071912,-0.027922152709164698,-0.007549339378952289,-0.020036703162870137,0.19871851466146356,-0.06529586825748543,0.16013435999047423,0.24042605818366247,0.09465184252896648,-0.20114666935217101,-0.4006372453818153,-0.04857753696727408,-0.038286423285305356,0.04148941500739313,-0.05415166809552808,-0.047123999259858274,0.0867321317603069,-0.14270467037557227,-0.09867044838260144
96,police overuse force,-0.020712181332330895,0.21335274744689198,0.05311603555705049,-0.12812814716651394,-0.0024618244359985776,-0.0598600993238276,0.059782578274189924,-0.012010483959099092,0.03925742832045775,0.09252573816591421,0.02051597646158515,-0.09090405883118614,-0.11133402868880263,0.0013850979285342097,-0.14289544371165586,0.15474614815270082,-0.030359021369746067,-0.15419998694242848,-0.09491397617463201,0.07967090332640131,0.047384311797341615,0.029783880802642757,0.024418374652964134,-0.12682388293490893,0.03775532371973825,0.014918991917478315,0.009486470053968465,0.012629480073178484,0.13290946728507363,0.2917953818228484,-0.09774824706898871,0.250823026824782,0.17871507208563464,0.11261822037852216,-0.2508956882289697,0.08473682359150672,-0.09904368115027122,0.035775148398764424,0.04484997497795716,0.011943343432458984
97,int trade increase bad,0.09083216155103786,0.07601470869636665,0.10593650790477697,-0.06777505454789812,-0.09813752651564024,-0.08930525690190126,0.019561524539463648,0.32578550085175606,-0.04337072494156151,0.05511323617158328,0.08495345943533622,0.06138462259418123,-0.06711990851403556,0.12091010923269674,0.007653008425133126,-0.07682928866314234,-0.003940519016795763,0.1166279809624712,0.0038683573878232624,-0.05347949067732366,-0.12940687509233723,-0.0905971159226898,0.0009422185124299889,0.16469458092364084,0.012149404862298527,-0.0978131079054733,0.19776042248412215,0.017763028292474357,0.05693671095000486,0.05151360288049406,0.06065814229986473,0.15805921371893533,0.05785868290047967,0.10367556309430086,0.07337689996626724,0.13429605504001801,-0.17956541923154723,-0.0023140151952475672,-0.09029514658745666,0.030459078181631464
98,diversity makes US worse,0.13801861017880737,0.022008611370717798,0.021598732429823367,-0.040604007502484836,-0.04811799152017664,-0.17529639238325198,0.022923252661636945,0.18541237857586143,-0.03614826050896938,0.061128250720379085,0.05350713562306364,0.056520512714623196,0.02488751701888794,-0.019326127820176654,0.049233399737823355,-0.005276041277090778,-0.003151296012598774,-0.0344834493242242,0.03203225471946236,0.019001695888714986,0.019074139908680836,-0.006106985974828787,0.046007032031367176,0.007573961093984687,0.019238775749694625,0.18116497263730877,-0.02252726785513126,-0.010811198216403965,0.08556980302242305,-0.15385129031119238,0.014452211963428656,0.1760333379998382,0.0035265586469216403,0.12290704674232615,0.06041888549125518,-0.10033245507778107,-0.15902310381558676,-0.12882601962888013,-0.0885476422074385,-0.00957331443924403
99,against $12k/year ubi,0.0863115097419422,-0.1461379599702513,-0.07414355083941272,0.12050435617319763,-0.07391734575082795,0.042563389014970573,0.05909960471037877,0.03520810956400244,-0.06904170710446034,-0.0689104826997292,0.1294459958890679,0.04005222667062402,0.07510316613362049,-0.06648438246430084,0.07887645758826478,0.013420756754750095,0.06984560155613584,-0.15420029127725982,0.10325190098378978,0.09818292841827225,-0.051991807573569596,0.04591203242458865,0.05834622680275728,0.026832267471372215,0.12309388005439185,0.10957724741374336,0.06413548841927046,-0.0543010072491889,0.08148346488028389,0.02133372709872598,0.05539585187472792,-0.03110545033173203,0.15418829412302962,0.1435737407865432,0.0557085233271012,0.18200995382265833,-0.03266557706874678,-0.11400319601717707,-0.08772276311857163,0.2878159878006087
100,decrease minimum wage,0.062109146638019905,-0.03562953009900918,0.06795304144014538,0.06484387016558889,-0.09795727516759821,-0.02784651183625731,-0.04294512201135236,-0.029226749768104115,-0.016579310771551864,0.05604529421923257,0.031120159144674937,0.03796133067705676,-0.047033011359938356,0.021345688782157212,-0.08393022181834804,0.03987266828565149,-0.031159391255285405,-0.013829864954308674,-0.013771310084768968,0.06515734846165101,0.02170906184967561,0.06688855934205504,-0.053021217097591465,-0.046218556969028476,-0.057826662966406595,0.0720206564437057,0.07178991838039278,0.020631513566785078,-0.012957012239162922,0.0362393474858506,-0.01248011595992726,-0.029779141809524998,-0.03499231268232252,-0.006835158719731818,0.04865197727548945,0.03086841659801476,0.10349178681320392,0.12488620031198897,-0.004657355556272596,-0.033010259498565446
101,decrease govt healthcare spending,0.10963388583509197,-0.05378491041562177,0.03329651367180045,0.07171229229489785,-0.09181976882150669,-0.0334145093725365,0.021080032575101194,0.08851427386069685,-0.0451551294890638,0.03645219293303435,0.1331460670880684,0.09848292044349083,-0.001814442990250121,-0.034044553952906016,-0.08531610067227799,0.02623040246918512,-0.07122708280695678,0.0012123923444551168,0.006913499318531448,0.09014135555969535,0.08913888177456342,0.03873046352001079,-0.04587095205174373,0.0207011990353713,0.0009551737762997781,0.14477357675687802,0.06633394878754209,0.050096223693453304,-0.1117043106714248,0.03659610556302518,0.05968430574385839,0.0038208310323240603,-0.06605072841773994,0.09141830922682076,-0.05074260521943475,0.02882155669404355,-0.09531526312131665,0.15558411136728392,0.10743787400076936,-0.025565066252863568
